Gas Station,Address,Link,Бензин A100,Бензин A95,Бензин A95+,Бензин A98,Дизел,Дизел премиум,Електричество,Метан,Пропан Бутан,Navigation links
 Rompetrol София 1,бул. Ломско шосе №175,https://bg.fuelo.net/gasstation/id/535?lang=bg,2.93 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),None,None,None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.738407,23.289162&travelmode=driving"
 Rompetrol София 3,бул. Цветан Лазаров №34 (кв. Дружба 1),https://bg.fuelo.net/gasstation/id/549?lang=bg,2.99 лв/л.(kw/h),2.68 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),None,None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.667950,23.384819&travelmode=driving"
 Rompetrol София 5,ул. Александър Екзарх №11 (кв. Сухата река),https://bg.fuelo.net/gasstation/id/550?lang=bg,2.97 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),None,None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.699200,23.360500&travelmode=driving"
 Rompetrol София 9,бул. Тодор Каблешков №74А,https://bg.fuelo.net/gasstation/id/183?lang=bg,2.96 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.663101,23.291500&travelmode=driving"
 Rompetrol София 8,бул. Президент Линкълн №68A,https://bg.fuelo.net/gasstation/id/1501?lang=bg,2.94 лв/л.(kw/h),2.65 лв/л.(kw/h),None,None,2.99 лв/л.(kw/h),None,None,None,1.18 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.690102,23.250900&travelmode=driving"
 Shell 3022 София Средец,бул. Цариградско шосе,https://bg.fuelo.net/gasstation/id/296?lang=bg,3.09 лв/л.(kw/h),2.75 лв/л.(kw/h),2.93 лв/л.(kw/h),None,3.08 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.661900,23.379601&travelmode=driving"
 Shell 5003 София Надежда,ул. 202-ра №4,https://bg.fuelo.net/gasstation/id/298?lang=bg,3.08 лв/л.(kw/h),2.67 лв/л.(kw/h),2.89 лв/л.(kw/h),None,3.01 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.714298,23.327900&travelmode=driving"
 Shell 3036 София Дианабад,бул. Г. М. Димитров,https://bg.fuelo.net/gasstation/id/303?lang=bg,3.10 лв/л.(kw/h),2.63 лв/л.(kw/h),2.90 лв/л.(kw/h),None,2.96 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.660000,23.348000&travelmode=driving"
 Shell 2008 София Симеоново,"Околовръстен път, km 46+717",https://bg.fuelo.net/gasstation/id/308?lang=bg,3.12 лв/л.(kw/h),2.71 лв/л.(kw/h),2.91 лв/л.(kw/h),None,3.04 лв/л.(kw/h),3.42 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.638790,23.320749&travelmode=driving"
 Shell 5004 София Овча Купел,ул. Бойчо Бойчев №4,https://bg.fuelo.net/gasstation/id/309?lang=bg,3.07 лв/л.(kw/h),2.65 лв/л.(kw/h),2.88 лв/л.(kw/h),None,2.98 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.674091,23.250174&travelmode=driving"
 Shell 5002 София Сливница,бул. Сливница,https://bg.fuelo.net/gasstation/id/317?lang=bg,3.09 лв/л.(kw/h),2.66 лв/л.(kw/h),2.90 лв/л.(kw/h),None,3.00 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.706299,23.306000&travelmode=driving"
 Shell 6012 София Герена,бул. Владимир Вазов 15А,https://bg.fuelo.net/gasstation/id/323?lang=bg,3.08 лв/л.(kw/h),2.69 лв/л.(kw/h),2.89 лв/л.(kw/h),None,3.00 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.26 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.709099,23.368299&travelmode=driving"
 Shell 3028 София Люлин Център,ж.к. Люлин,https://bg.fuelo.net/gasstation/id/331?lang=bg,3.08 лв/л.(kw/h),2.63 лв/л.(kw/h),2.89 лв/л.(kw/h),None,2.99 лв/л.(kw/h),3.40 лв/л.(kw/h),0.00 лв/л.(kw/h),None,1.17 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.719162,23.253407&travelmode=driving"
 Shell 2009 София Европа,бул. Европа №138,https://bg.fuelo.net/gasstation/id/338?lang=bg,3.08 лв/л.(kw/h),2.64 лв/л.(kw/h),2.89 лв/л.(kw/h),None,2.94 лв/л.(kw/h),3.37 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.733002,23.251699&travelmode=driving"
 Shell 3020 София Младост,бул. Александър Малинов,https://bg.fuelo.net/gasstation/id/352?lang=bg,3.11 лв/л.(kw/h),2.69 лв/л.(kw/h),2.93 лв/л.(kw/h),None,3.05 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.647900,23.375900&travelmode=driving"
 Shell 3035 София Белите Брези,бул. България,https://bg.fuelo.net/gasstation/id/363?lang=bg,3.11 лв/л.(kw/h),2.71 лв/л.(kw/h),2.92 лв/л.(kw/h),None,3.01 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.677399,23.297300&travelmode=driving"
 Shell 3033 София Дружба,бул. Брюксел,https://bg.fuelo.net/gasstation/id/364?lang=bg,3.09 лв/л.(kw/h),2.67 лв/л.(kw/h),2.91 лв/л.(kw/h),None,3.03 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.669365,23.392380&travelmode=driving"
 Shell 3037 София Възкресение,бул. Възкресение №1,https://bg.fuelo.net/gasstation/id/365?lang=bg,3.08 лв/л.(kw/h),2.64 лв/л.(kw/h),2.88 лв/л.(kw/h),None,2.99 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.693901,23.293400&travelmode=driving"
 Shell 3007 София Бояна,"околовръстно шосе, km 49+650",https://bg.fuelo.net/gasstation/id/370?lang=bg,3.16 лв/л.(kw/h),2.71 лв/л.(kw/h),2.97 лв/л.(kw/h),None,3.04 лв/л.(kw/h),3.48 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.650642,23.289873&travelmode=driving"
 Shell 3006 София Люлин,бул. Петър Дертлиев,https://bg.fuelo.net/gasstation/id/376?lang=bg,3.06 лв/л.(kw/h),2.64 лв/л.(kw/h),2.87 лв/л.(kw/h),None,2.95 лв/л.(kw/h),3.37 лв/л.(kw/h),0.00 лв/л.(kw/h),None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.714298,23.276300&travelmode=driving"
 Shell 3026 София Владимир Вазов,бул. Владимир Вазов,https://bg.fuelo.net/gasstation/id/382?lang=bg,3.11 лв/л.(kw/h),2.68 лв/л.(kw/h),2.92 лв/л.(kw/h),None,3.00 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.702518,23.350794&travelmode=driving"
 Shell 3018 София Красна Поляна,бул. Никола Мушанов №120,https://bg.fuelo.net/gasstation/id/396?lang=bg,3.06 лв/л.(kw/h),2.65 лв/л.(kw/h),2.88 лв/л.(kw/h),None,2.98 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.687611,23.275389&travelmode=driving"
 Shell 3017 София Изток,бул. Цариградско шосе,https://bg.fuelo.net/gasstation/id/398?lang=bg,3.08 лв/л.(kw/h),2.71 лв/л.(kw/h),2.95 лв/л.(kw/h),None,3.08 лв/л.(kw/h),3.45 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.658600,23.381701&travelmode=driving"
 Shell 3023 София Ломско Шосе,бул. Ломско шосе,https://bg.fuelo.net/gasstation/id/402?lang=bg,3.08 лв/л.(kw/h),2.59 лв/л.(kw/h),2.90 лв/л.(kw/h),None,2.90 лв/л.(kw/h),3.41 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.731560,23.296413&travelmode=driving"
 Shell 3019 София Хемус,бул. Ботевградско шосе (изход от София),https://bg.fuelo.net/gasstation/id/413?lang=bg,3.08 лв/л.(kw/h),2.74 лв/л.(kw/h),2.89 лв/л.(kw/h),None,3.06 лв/л.(kw/h),3.43 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.706940,23.457371&travelmode=driving"
 Shell 5005 Опълченска,ул. Опълченска,https://bg.fuelo.net/gasstation/id/1492?lang=bg,3.09 лв/л.(kw/h),2.68 лв/л.(kw/h),2.90 лв/л.(kw/h),None,3.01 лв/л.(kw/h),3.40 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.705185,23.311218&travelmode=driving"
 Shell 5006 Подуене,бул. Ботевградско шосе,https://bg.fuelo.net/gasstation/id/1493?lang=bg,3.08 лв/л.(kw/h),2.64 лв/л.(kw/h),2.89 лв/л.(kw/h),None,3.02 лв/л.(kw/h),3.41 лв/л.(kw/h),0.00 лв/л.(kw/h),None,1.20 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.696400,23.355885&travelmode=driving"
 Petrol 7104 София: Пиротска,бул. К.Величков и ул. Пиротска,https://bg.fuelo.net/gasstation/id/1280?lang=bg,None,2.64 лв/л.(kw/h),None,None,3.00 лв/л.(kw/h),3.30 лв/л.(kw/h),None,None,1.16 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.703148,23.297472&travelmode=driving"
 Petrol 7106 София: Люлин,ж.к. Люлин 5 (околовръстно на Люлин),https://bg.fuelo.net/gasstation/id/1281?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.34 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.711662,23.240961&travelmode=driving"
 Petrol 7111 София: Илиянци,ул. Илиянско шосе (с/у входа на ТБ Илиенци),https://bg.fuelo.net/gasstation/id/1283?lang=bg,None,2.66 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.739300,23.317400&travelmode=driving"
 Petrol 7118 София: Младост 3,"ж.к. Младост-3, бул. Йордан Милев",https://bg.fuelo.net/gasstation/id/1286?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.05 лв/л.(kw/h),3.35 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.639137,23.381161&travelmode=driving"
 Petrol 7119 София: Бъкстон,бул. Цар Борис III (локално),https://bg.fuelo.net/gasstation/id/1287?lang=bg,None,2.49 лв/л.(kw/h),None,None,2.89 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.667400,23.264400&travelmode=driving"
 Petrol 7121 София: Слатина,бул. проф. Цветан Лазаров (кв. Слатина),https://bg.fuelo.net/gasstation/id/1289?lang=bg,None,2.64 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.675900,23.379900&travelmode=driving"
 Petrol 7125 София: Сливница,бул. Сливница №512,https://bg.fuelo.net/gasstation/id/1291?lang=bg,None,2.66 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.735802,23.246401&travelmode=driving"
 Petrol 7129 София: КАТ,бул. Драган Цанков (срещу КАТ),https://bg.fuelo.net/gasstation/id/1294?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),3.33 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.665600,23.354099&travelmode=driving"
 Petrol 7130 София: Младост 2,"ж.к. Младост-2, бул. Ал. Малинов",https://bg.fuelo.net/gasstation/id/1295?lang=bg,None,2.49 лв/л.(kw/h),None,None,2.88 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.643661,23.373716&travelmode=driving"
 Petrol 7133 София: Стамболийски,рест. Вагона зад Рамстор,https://bg.fuelo.net/gasstation/id/1296?lang=bg,2.82 лв/л.(kw/h),2.48 лв/л.(kw/h),None,None,2.87 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.702629,23.283749&travelmode=driving"
 Petrol 7135 София: Обеля,кв. Обеля,https://bg.fuelo.net/gasstation/id/1298?lang=bg,3.02 лв/л.(kw/h),2.71 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),None,None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.742687,23.266674&travelmode=driving"
 Petrol 7144 София: Надежда 3,ул. Хан Кубрат (околовръстното на Надежда),https://bg.fuelo.net/gasstation/id/1302?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.727901,23.288200&travelmode=driving"
 Petrol 7146 София: Тодор Каблешков,бул. Тодор Каблешков,https://bg.fuelo.net/gasstation/id/1304?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.03 лв/л.(kw/h),3.33 лв/л.(kw/h),None,None,1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.659534,23.298437&travelmode=driving"
 Petrol 7150 София: Дружба 1,кв. Дружба 1 (до базар Панда),https://bg.fuelo.net/gasstation/id/1305?lang=bg,2.94 лв/л.(kw/h),2.47 лв/л.(kw/h),None,None,2.85 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.656490,23.401703&travelmode=driving"
 Petrol 7151 София: Симеоновско шосе,бул. Симеоновско шосе (срещу х-л Амбасадор),https://bg.fuelo.net/gasstation/id/1306?lang=bg,3.03 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.07 лв/л.(kw/h),3.37 лв/л.(kw/h),None,3.03 лв/л.(kw/h),1.23 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.636799,23.334499&travelmode=driving"
 Petrol 7152 София: Моста Чавдар,бул. Данаил Николаев (моста Чавдар),https://bg.fuelo.net/gasstation/id/1307?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.01 лв/л.(kw/h),3.31 лв/л.(kw/h),None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.699299,23.345200&travelmode=driving"
 Petrol 7154 София: Хладилника,ул. Сребърна №21,https://bg.fuelo.net/gasstation/id/1408?lang=bg,3.02 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.08 лв/л.(kw/h),None,None,None,1.22 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.659698,23.322701&travelmode=driving"
 Petrol 7101 София: Ломско шосе,бул. Ломско шосе (изход от София),https://bg.fuelo.net/gasstation/id/1277?lang=bg,3.03 лв/л.(kw/h),2.67 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.743652,23.284431&travelmode=driving"
 Petrol 7102 София: Пирогов,до Пирогов,https://bg.fuelo.net/gasstation/id/1278?lang=bg,None,2.66 лв/л.(kw/h),None,None,3.02 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.689899,23.306601&travelmode=driving"
 FullCharger София 001,пл. Народно събрание №1,https://bg.fuelo.net/gasstation/id/1467?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.693699,23.332001&travelmode=driving"
 FullCharger София 002,пл. Александър Невски,https://bg.fuelo.net/gasstation/id/1468?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.696201,23.332300&travelmode=driving"
 FullCharger София 003,ул. Московска,https://bg.fuelo.net/gasstation/id/1469?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.696758,23.331341&travelmode=driving"
 FullCharger София 004,ул. Княз Александър Батенберг,https://bg.fuelo.net/gasstation/id/1470?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.695202,23.324699&travelmode=driving"
 FullCharger София 005,ул. Александър Стамболийски №21,https://bg.fuelo.net/gasstation/id/1471?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.696999,23.319700&travelmode=driving"
 FullCharger София 006,ул. Александър Стамболийски,https://bg.fuelo.net/gasstation/id/1472?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.698101,23.312000&travelmode=driving"
 FullCharger София 007,пл. Македония,https://bg.fuelo.net/gasstation/id/1473?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.694599,23.315701&travelmode=driving"
 FullCharger София 008,ул. Триадица,https://bg.fuelo.net/gasstation/id/1474?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.698700,23.325199&travelmode=driving"
 FullCharger София 009, ул. Славянска №8,https://bg.fuelo.net/gasstation/id/1475?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.693199,23.328699&travelmode=driving"
 FullCharger България 03,ул. Генерал Йосиф В. Гурко №34,https://bg.fuelo.net/gasstation/id/1476?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.691200,23.329000&travelmode=driving"
 A1 Eco Студентски град,бул. Свети Климент Охридски №16,https://bg.fuelo.net/gasstation/id/1482?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.647800,23.355700&travelmode=driving"
 A1 Eco Solar Charge IEC,бул. Цариградско шосе №147,https://bg.fuelo.net/gasstation/id/1483?lang=bg,None,None,None,None,None,None,0.00 лв/л.(kw/h),None,None,"https://www.google.com/maps/dir/?api=1&destination=42.649284,23.394558&travelmode=driving"
 Gazprom София - Черен кос,бул. Цар Борис III №509,https://bg.fuelo.net/gasstation/id/582?lang=bg,2.95 лв/л.(kw/h),2.69 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.26 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.649258,23.214113&travelmode=driving"
 Gazprom Цариградско шосе,бул. Цариградско шосе №355,https://bg.fuelo.net/gasstation/id/1703?lang=bg,3.00 лв/л.(kw/h),2.75 лв/л.(kw/h),None,None,3.12 лв/л.(kw/h),3.32 лв/л.(kw/h),None,None,1.24 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.638599,23.413000&travelmode=driving"
 Gazprom Цветан Лазаров,бул. Цветан Лазаров,https://bg.fuelo.net/gasstation/id/1768?lang=bg,3.02 лв/л.(kw/h),2.66 лв/л.(kw/h),None,None,3.04 лв/л.(kw/h),3.27 лв/л.(kw/h),None,None,1.21 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.668640,23.384169&travelmode=driving"
 Dieselor Дружба,"жк. Дружба 1, ул. Амстердам №4",https://bg.fuelo.net/gasstation/id/1559?lang=bg,None,2.51 лв/л.(kw/h),None,None,2.88 лв/л.(kw/h),2.98 лв/л.(kw/h),None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.656200,23.406500&travelmode=driving"
 Круиз Слатина,бул. Асен Йорданов №4А,https://bg.fuelo.net/gasstation/id/1653?lang=bg,2.86 лв/л.(kw/h),2.56 лв/л.(kw/h),None,None,2.90 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.674099,23.379999&travelmode=driving"
 Круиз Гео Милев,ул. Гео Милев №71,https://bg.fuelo.net/gasstation/id/1654?lang=bg,2.86 лв/л.(kw/h),2.56 лв/л.(kw/h),None,None,2.90 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.682190,23.368454&travelmode=driving"
 Круиз Първа Българска Армия,ул. Първа Българска Армия №90А,https://bg.fuelo.net/gasstation/id/1737?lang=bg,2.86 лв/л.(kw/h),2.56 лв/л.(kw/h),None,None,2.90 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.711838,23.344263&travelmode=driving"
  Метагаз,бул. Ботевградско шосе №1 и ул. Скъта,https://bg.fuelo.net/gasstation/id/1614?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.698174,23.361818&travelmode=driving"
  Метагаз,ул. Първа Българска Армия и ул. Малашевска,https://bg.fuelo.net/gasstation/id/1616?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.712799,23.343000&travelmode=driving"
  Корал,ул. 3019-та,https://bg.fuelo.net/gasstation/id/1635?lang=bg,None,None,None,None,None,None,None,None,1.11 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.721375,23.282063&travelmode=driving"
  Газтранс,ул. Житница №33 (ж.к. Овча купел ),https://bg.fuelo.net/gasstation/id/1636?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.687199,23.271999&travelmode=driving"
  Екометан София,бул. Никола Мушанов №120,https://bg.fuelo.net/gasstation/id/1637?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.686516,23.274595&travelmode=driving"
  Метагаз,бул. Илиянци и ул. Проф. Иван Георгов,https://bg.fuelo.net/gasstation/id/1638?lang=bg,None,None,None,None,None,None,None,None,2.64 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.737598,23.326200&travelmode=driving"
  Метан,ул. 202-ра №4,https://bg.fuelo.net/gasstation/id/1639?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.714699,23.327200&travelmode=driving"
  Тенекс-С,ул. Капитан Любен Кондаков,https://bg.fuelo.net/gasstation/id/1641?lang=bg,None,None,None,None,None,None,None,None,3.50 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.649502,23.421301&travelmode=driving"
  Метагаз,бул. Александър Малинов,https://bg.fuelo.net/gasstation/id/1901?lang=bg,None,None,None,None,None,None,None,None,2.69 лв/л.(kw/h),"https://www.google.com/maps/dir/?api=1&destination=42.650135,23.378511&travelmode=driving"
  Ивяни-Газ,бул. Лазар Михайлов №31,https://bg.fuelo.net/gasstation/id/2048?lang=bg,None,2.53 лв/л.(kw/h),None,None,2.96 лв/л.(kw/h),None,None,1.12 лв/л.(kw/h),None,"https://www.google.com/maps/dir/?api=1&destination=42.734402,23.343124&travelmode=driving"
  Pit Stop,мотел Божур,https://bg.fuelo.net/gasstation/id/1284?lang=bg,3.02 лв/л.(kw/h),2.38 лв/л.(kw/h),None,None,2.89 лв/л.(kw/h),3.35 лв/л.(kw/h),None,1.13 лв/л.(kw/h),None,"https://www.google.com/maps/dir/?api=1&destination=42.747490,23.226963&travelmode=driving"
  Admiral Oil,до митница Кремиковци,https://bg.fuelo.net/gasstation/id/2822?lang=bg,None,2.54 лв/л.(kw/h),None,None,2.92 лв/л.(kw/h),None,None,1.15 лв/л.(kw/h),None,"https://www.google.com/maps/dir/?api=1&destination=42.751293,23.499256&travelmode=driving"
  Makoil,ул. Костенски водопад,https://bg.fuelo.net/gasstation/id/1804?lang=bg,None,2.60 лв/л.(kw/h),None,None,2.95 лв/л.(kw/h),None,None,1.19 лв/л.(kw/h),None,"https://www.google.com/maps/dir/?api=1&destination=42.661800,23.295099&travelmode=driving"
  Адмирал ойл,ул. Дамян Груев №7,https://bg.fuelo.net/gasstation/id/1806?lang=bg,None,2.58 лв/л.(kw/h),None,None,2.92 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.695606,23.312824&travelmode=driving"
  ГТП АУТО ГРУП,ул. Иван Георгов №10А,https://bg.fuelo.net/gasstation/id/65046?lang=bg,None,None,None,None,2.99 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.735699,23.332600&travelmode=driving"
  BLCS EFIX FUEL SOFIYA,ул. Малашевска 8,https://bg.fuelo.net/gasstation/id/55072?lang=bg,None,2.39 лв/л.(kw/h),None,None,2.77 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.711388,23.339344&travelmode=driving"
  Евро Петрол 7,ул. Суходолска 189,https://bg.fuelo.net/gasstation/id/2085?lang=bg,None,2.56 лв/л.(kw/h),None,None,2.93 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.691467,23.234961&travelmode=driving"
  Евротрейд 2000,ул. Ефрем Каранфилов №12,https://bg.fuelo.net/gasstation/id/63811?lang=bg,None,2.45 лв/л.(kw/h),None,None,2.81 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.737034,23.260319&travelmode=driving"
  Алпи ойл,ж.к. Ботунец,https://bg.fuelo.net/gasstation/id/62532?lang=bg,None,2.55 лв/л.(kw/h),None,None,2.88 лв/л.(kw/h),None,None,1.17 лв/л.(kw/h),None,"https://www.google.com/maps/dir/?api=1&destination=42.738499,23.506201&travelmode=driving"
  КОБРА,ул. Чепинско шосе №44,https://bg.fuelo.net/gasstation/id/59979?lang=bg,None,None,None,None,2.85 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.732101,23.388901&travelmode=driving"
  Мегахим-02,ул. Константин Стоилов,https://bg.fuelo.net/gasstation/id/2125?lang=bg,None,2.51 лв/л.(kw/h),None,None,2.89 лв/л.(kw/h),None,None,None,None,"https://www.google.com/maps/dir/?api=1&destination=42.707272,23.332397&travelmode=driving"
